Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771901250457,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,32.14285659790039,34.482757568359375,37.931034088134766,43.33333206176758,31.034481048583984,41.379310607910156,60.000003814697266,32.14285659790039,36.66666793823242,35.71428680419922,37.931034088134766,39.28571319580078,38534.88201904297,59182.66717529297,51697.36181640625,7086.930603027344,16525500416,4294963200,12540174336,3926933504
499,1771901250457,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,32.14285659790039,34.482757568359375,37.931034088134766,43.33333206176758,31.034481048583984,41.379310607910156,60.000003814697266,32.14285659790039,36.66666793823242,35.71428680419922,37.931034088134766,39.28571319580078,38534.88330078125,59182.676818847656,51697.36535644531,7086.9312744140625,16525500416,4294963200,12540174336,3926933504
520,1771901250957,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,34,22,18.75,19.60784339904785,22.916667938232422,13.72549057006836,31.37255096435547,18,19.60784339904785,24,44.23076629638672,10.416666030883789,38535.33868408203,59194.478576660156,51706.659118652344,7086.9488525390625,16525500416,4294963200,12584534016,3926933504
500,1771901251478,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,92.45282745361328,92.30769348144531,86.2745132446289,84.61538696289063,86.79244995117188,86.2745132446289,88.23529815673828,88.46153259277344,92.1568603515625,86.53846740722656,88,88.67924499511719,38535.997314453125,59211.283752441406,51720.539978027344,7087.082336425781,16525500416,4294963200,12653395968,3926929408
499,1771901251978,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,88,85.41667175292969,90.38461303710938,86,81.63265228271484,94,86,88,86,91.66667175292969,81.63265228271484,100,38536.65515136719,59223.636962890625,51729.989990234375,7087.340515136719,16525500416,4294963200,12742434816,3926929408
499,1771901252478,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,89.79591369628906,94.11764526367188,91.66667175292969,95.91836547851563,94,90,86,93.87755584716797,88,96.07843017578125,94,87.7551040649414,38537.199951171875,59235.96728515625,51739.67498779297,7087.4151611328125,16525500416,4294963200,12805455872,3926929408
499,1771901252978,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,76,72,70.5882339477539,67.34693908691406,70,80.39215850830078,83.33332824707031,70.5882339477539,71.42857360839844,76,70,80,38537.71203613281,59247.420471191406,51748.194885253906,7087.7850341796875,16525500416,4294963200,12801863680,3926929408
499,1771901253478,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,10,6,7.843137741088867,24.489795684814453,8,6.122448921203613,5.882352828979492,4.081632614135742,4,4.081632614135742,8.163265228271484,79.59183502197266,38538.11682128906,59256.506774902344,51754.71203613281,7087.7850341796875,16525500416,4294963200,12834082816,3926929408
499,1771901253979,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,6.25,6.122448921203613,14,19.60784339904785,7.843137741088867,12,12,52.94117736816406,6.122448921203613,7.843137741088867,11.764705657958984,13.72549057006836,38538.52569580078,59267.070251464844,51762.74346923828,7087.7850341796875,16525500416,4294963200,12822642688,3926929408
499,1771901254479,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,9.615385055541992,4,2,19.60784339904785,2.040816307067871,6.122448921203613,8,2.0833334922790527,7.843137741088867,6,2.040816307067871,2.040816307067871,38538.810302734375,59270.83758544922,51764.04656982422,7087.7850341796875,16525500416,4294963200,12822626304,3926929408
499,1771901254979,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,4,5.882352828979492,32,4,0,2.040816307067871,6,4,2.040816307067871,4.081632614135742,4,4,38539.13201904297,59276.47888183594,51767.20135498047,7087.7850341796875,16525500416,4294963200,12943331328,3926929408
499,1771901255479,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,14.285715103149414,6.122448921203613,16.32653045654297,10.204081535339355,10.204081535339355,82,4.081632614135742,6.122448921203613,7.843137741088867,10,14,11.764705657958984,38539.64044189453,59293.364501953125,51781.49157714844,7087.7850341796875,16525500416,4294963200,12847599616,3926929408
499,1771901255979,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,2.040816307067871,6.122448921203613,4,6,15.686275482177734,4,10,7.843137741088867,6,5.882352828979492,2.040816307067871,0,38539.94110107422,59297.35107421875,51782.97265625,7087.7850341796875,16525500416,4294963200,12777451520,3926929408
499,1771901256479,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,4,6,2.0833334922790527,10,2.0833334922790527,2.0833334922790527,8,6.122448921203613,6,6.122448921203613,6,3.9215688705444336,38540.24108886719,59300.582275390625,51783.678955078125,7087.823059082031,16525500416,4294963200,12763467776,3926929408
499,1771901256979,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,6,8,6,4.081632614135742,2.040816307067871,7.843137741088867,10,6.122448921203613,2.0833334922790527,4.081632614135742,6.122448921203613,4,38540.52380371094,59303.63879394531,51784.267028808594,7087.823059082031,16525500416,4294963200,12764188672,3926929408
499,1771901257479,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,4.081632614135742,8,4,8,5.882352828979492,6.122448921203613,6.122448921203613,5.882352828979492,6.122448921203613,0,6,2.040816307067871,38540.800537109375,59306.691345214844,51784.82019042969,7087.823059082031,16525500416,4294963200,12764454912,3926925312
499,1771901257980,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,4,2.040816307067871,4.081632614135742,9.803921699523926,6,10,9.803921699523926,6.122448921203613,11.764705657958984,5.882352828979492,8,5.882352828979492,38541.08319091797,59309.76721191406,51785.428771972656,7087.823059082031,16525500416,4294963200,12764438528,3926925312
500,1771901258479,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,0,0,9.615385055541992,4,2.040816307067871,26,2.040816307067871,4,4.081632614135742,5.882352828979492,4,4,38541.37414550781,59314.11633300781,51787.30987548828,7087.823059082031,16525500416,4294963200,12764241920,3926925312
499,1771901258980,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,13.72549057006836,6,16.32653045654297,10,6.122448921203613,16,18.367347717285156,16,14,12.765957832336426,11.764705657958984,8,38541.74237060547,59318.421813964844,51789.09161376953,7087.8536376953125,16525500416,4294963200,12792098816,3926925312
499,1771901259480,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,6.122448921203613,8,4.081632614135742,10,8.163265228271484,2,10,6,6.25,5.882352828979492,6,2.0833334922790527,38542.03698730469,59321.571716308594,51789.736877441406,7087.8536376953125,16525500416,4294963200,12796223488,3926925312
499,1771901259980,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,6,6.122448921203613,20,31.37255096435547,6,4.081632614135742,8,6.122448921203613,6,4,2.040816307067871,5.882352828979492,38542.35852050781,59326.69122314453,51792.35919189453,7087.8536376953125,16525500416,4294963200,12800266240,3926925312
500,1771901260480,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,6,4.081632614135742,4,4,22.448978424072266,6,8,3.9215688705444336,4,8.163265228271484,2.040816307067871,2.040816307067871,38542.64880371094,59330.574951171875,51793.80059814453,7087.8536376953125,16525500416,4294963200,12800516096,3926925312
499,1771901260980,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,22.448978424072266,25.490198135375977,18.367347717285156,18.75,18.367347717285156,18.75,22.448978424072266,18.367347717285156,20,21.568628311157227,21.568628311157227,23.52941131591797,38542.96862792969,59341.135009765625,51801.81970214844,7087.8935546875,16525500416,4294963200,12830744576,3926925312
499,1771901261480,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,8,8,6,6,12.244897842407227,6,8.163265228271484,3.9215688705444336,2.040816307067871,0,0,8,38543.251892089844,59344.24237060547,51802.428649902344,7087.8935546875,16525500416,4294963200,12830744576,3926925312
499,1771901261980,2600,2599,2599,2600,2600,2599,2599,2599,2600,2599,2600,2599,12,4.1666669845581055,2,7.843137741088867,9.43396282196045,12.244897842407227,5.882352828979492,8,2,0,7.843137741088867,7.843137741088867,38543.53350830078,59347.3115234375,51803.035705566406,7087.8935546875,16525500416,4294963200,12830167040,3926925312
