Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771886642076,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,90.47618865966797,85,82.05128479003906,70,81.57894897460938,82.5,85,82.5,82.5,83.33332824707031,80.48780822753906,75,28101.503845214844,45732.19708251953,111803.8705444336,6251.841613769531,16525500416,4294963200,13426212864,3944566784
500,1771886642076,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,90.47618865966797,85,82.05128479003906,70,81.57894897460938,82.5,85,82.5,82.5,83.33332824707031,80.48780822753906,75,28101.505126953125,45732.22198486328,111803.87915039063,6251.841613769531,16525500416,4294963200,13426212864,3944566784
499,1771886642576,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,91.83673095703125,88.23529815673828,92.1568603515625,90,92,94.23077392578125,90.38461303710938,92.1568603515625,86,90,90,90.19607543945313,28102.04522705078,45744.899963378906,111813.9204711914,6251.8897705078125,16525500416,4294963200,13496500224,3944562688
499,1771886643077,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,94,88,87.7551040649414,87.7551040649414,87.7551040649414,87.7551040649414,89.79591369628906,91.83673095703125,90.19607543945313,88,88,91.66667175292969,28102.573486328125,45757.121826171875,111823.53582763672,6251.982849121094,16525500416,4294963200,13521989632,3944562688
499,1771886643577,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,98,86,90.19607543945313,94,90,90.19607543945313,89.79591369628906,85.71428680419922,86,86,95.91836547851563,84.31372833251953,28103.197387695313,45769.532958984375,111833.19592285156,6252.113220214844,16525500416,4294963200,13620899840,3944562688
500,1771886644077,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,91.83673095703125,93.87755584716797,97.95918273925781,94,96,96,96,96.07843017578125,96,94,96.07843017578125,95.91836547851563,28103.79998779297,45782.01574707031,111843.08209228516,6252.146789550781,16525500416,4294963200,13552455680,3942330368
499,1771886644577,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,94.11764526367188,86,88,97.95918273925781,92,96,88,85.71428680419922,89.79591369628906,92,93.87755584716797,90,28104.39093017578,45794.17272949219,111852.45495605469,6252.373107910156,16525500416,4294963200,13556129792,3942330368
499,1771886645077,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,84,88,89.79591369628906,86,88,83.33332824707031,84.31372833251953,82,92,83.67346954345703,86,86.2745132446289,28104.862182617188,45806.40606689453,111862.10571289063,6252.437683105469,16525500416,4294963200,13533405184,3942330368
498,1771886645579,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,89.58332824707031,83.67346954345703,88,84,87.7551040649414,86.53846740722656,85.71428680419922,86,100,84.31372833251953,89.79591369628906,86,28105.340087890625,45818.83117675781,111871.87463378906,6252.4991455078125,16525500416,4294963200,13526474752,3942330368
500,1771886646077,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,86.79244995117188,84,87.7551040649414,84,82.35294342041016,90.19607543945313,91.83673095703125,73.46939086914063,89.79591369628906,92,84.31372833251953,86,28105.82891845703,45831.08654785156,111881.57690429688,6252.533935546875,16525500416,4294963200,13476749312,3942330368
499,1771886646578,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,33.333335876464844,34,38,34.693878173828125,37.25490188598633,34,37.25490188598633,36.73469543457031,35.29411697387695,92,36.73469543457031,36,28106.306091308594,45842.36279296875,111890.29504394531,6252.5667724609375,16525500416,4294963200,13483417600,3942330368
499,1771886647078,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,86.2745132446289,86,86,84.31372833251953,85.71428680419922,82,85.71428680419922,82.35294342041016,87.7551040649414,91.83673095703125,84.31372833251953,84,28106.72442626953,45855.868896484375,111901.24609375,6252.617004394531,16525500416,4294963200,13477900288,3942330368
500,1771886647578,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,84,86,86.79244995117188,84,89.79591369628906,90,86.2745132446289,85.71428680419922,88.23529815673828,100,89.79591369628906,86.2745132446289,28107.192626953125,45868.32653808594,111911.09631347656,6252.656188964844,16525500416,4294963200,13480779776,3942330368
501,1771886648078,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,89.79591369628906,88,89.58332824707031,90,88.23529815673828,88,88,86,89.79591369628906,86,86.2745132446289,85.71428680419922,28107.683959960938,45880.8515625,111921.01373291016,6252.741027832031,16525500416,4294963200,13480284160,3942330368
499,1771886648580,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,84.31372833251953,87.7551040649414,84,86.2745132446289,86.2745132446289,87.7551040649414,80.39215850830078,86,84.31372833251953,100,89.79591369628906,86,28108.170959472656,45893.17303466797,111930.7318725586,6252.8089599609375,16525500416,4294963200,13478617088,3942330368
499,1771886649081,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,87.7551040649414,87.7551040649414,88,97.95918273925781,85.71428680419922,88,91.83673095703125,88,86,90,89.79591369628906,88,28108.646423339844,45905.54089355469,111940.50994873047,6252.879333496094,16525500416,4294963200,13474918400,3942330368
499,1771886649581,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,90,90.38461303710938,88,100,91.83673095703125,88.46153259277344,90,89.79591369628906,90,88,90,87.7551040649414,28109.109313964844,45918.17419433594,111950.50860595703,6252.9197998046875,16525500416,4294963200,13472088064,3942330368
499,1771886650081,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,86,88,86,96,86.53846740722656,87.7551040649414,85.71428680419922,84.31372833251953,85.71428680419922,86,84,84.31372833251953,28109.58740234375,45930.510009765625,111960.26983642578,6252.971252441406,16525500416,4294963200,13462392832,3942330368
500,1771886650581,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,92,90,90.19607543945313,100,89.58332824707031,90,90.19607543945313,92,88.23529815673828,92,86.2745132446289,90,28110.124572753906,45942.96875,111970.14514160156,6253.007263183594,16525500416,4294963200,13452619776,3942330368
499,1771886651081,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,88,83.67346954345703,83.67346954345703,92,82.35294342041016,81.63265228271484,85.71428680419922,86,81.63265228271484,80,83.67346954345703,84,28110.615600585938,45955.21105957031,111979.82684326172,6253.0576171875,16525500416,4294963200,13457092608,3942330368
500,1771886651582,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,86,86.2745132446289,84,86.53846740722656,81.25,88.23529815673828,86.2745132446289,83.67346954345703,100,87.7551040649414,84.31372833251953,88,28111.087036132813,45967.57629394531,111989.55029296875,6253.1058349609375,16525500416,4294963200,13446316032,3942330368
499,1771886652082,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,89.79591369628906,88,89.79591369628906,89.79591369628906,90.19607543945313,88,86,86.2745132446289,90.19607543945313,88.46153259277344,88,91.83673095703125,28111.53778076172,45980.27020263672,111999.71374511719,6253.14111328125,16525500416,4294963200,13418172416,3942330368
500,1771886652583,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,86,84,84.31372833251953,100,84,85.71428680419922,83.67346954345703,84.31372833251953,86,85.71428680419922,84,86.2745132446289,28112.01580810547,45992.570861816406,112009.4150390625,6253.191711425781,16525500416,4294963200,13392769024,3942330368
498,1771886653084,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,84.31372833251953,88,88,96.07843017578125,90,90,86,89.79591369628906,85.71428680419922,88,89.79591369628906,93.87755584716797,28112.49774169922,46005.017639160156,112019.27026367188,6253.2437744140625,16525500416,4294963200,13395202048,3942326272
500,1771886653583,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,88,88,87.7551040649414,100,88.23529815673828,90,90,90,86.2745132446289,86,88,86.2745132446289,28112.95379638672,46017.49462890625,112029.14868164063,6253.2781982421875,16525500416,4294963200,13401985024,3942326272
500,1771886654084,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,93.87755584716797,91.83673095703125,88,89.58332824707031,89.79591369628906,93.87755584716797,87.7551040649414,88,89.79591369628906,86,86,89.79591369628906,28113.433227539063,46030.03576660156,112039.10961914063,6253.325927734375,16525500416,4294963200,13404061696,3942326272
492,1771886654592,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,86.2745132446289,88,84.61538696289063,88.23529815673828,86,94.11764526367188,90.19607543945313,86,88.23529815673828,86.2745132446289,84.61538696289063,92.1568603515625,28113.93280029297,46042.61279296875,112049.07678222656,6253.377380371094,16525500416,4294963200,13387575296,3942326272
500,1771886655084,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,90,87.7551040649414,91.66667175292969,96,90,87.7551040649414,85.71428680419922,91.83673095703125,91.83673095703125,91.83673095703125,87.7551040649414,85.71428680419922,28114.402282714844,46054.76208496094,112058.69708251953,6253.426574707031,16525500416,4294963200,13398958080,3942326272
499,1771886655585,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,91.83673095703125,90.38461303710938,90,100,92,90.19607543945313,88,86.2745132446289,92.1568603515625,92.1568603515625,92,92,28114.857788085938,46067.31481933594,112068.6459350586,6253.461975097656,16525500416,4294963200,13398372352,3942326272
500,1771886656085,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,84,87.7551040649414,88,94.11764526367188,85.71428680419922,81.63265228271484,84.31372833251953,82,80,83.67346954345703,86.2745132446289,84,28115.33807373047,46079.65979003906,112078.41375732422,6253.5146484375,16525500416,4294963200,13392330752,3942326272
499,1771886656586,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,88,88,86.2745132446289,100,88,86.2745132446289,92,90,87.7551040649414,86.53846740722656,89.79591369628906,90.19607543945313,28115.81219482422,46092.086181640625,112088.24951171875,6253.562805175781,16525500416,4294963200,13390606336,3942326272
500,1771886657086,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,90,88.23529815673828,85.71428680419922,93.87755584716797,85.71428680419922,88,89.79591369628906,87.7551040649414,88,85.41667175292969,84,87.5,28116.274780273438,46104.559143066406,112098.16888427734,6253.5965576171875,16525500416,4294963200,13405712384,3942326272
499,1771886657586,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,88,91.83673095703125,89.79591369628906,100,90,89.79591369628906,90.19607543945313,89.79591369628906,90,88.23529815673828,89.79591369628906,84,28116.737731933594,46117.18780517578,112108.18872070313,6253.6463623046875,16525500416,4294963200,13384728576,3942326272
500,1771886658087,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,85.71428680419922,87.7551040649414,88.23529815673828,92,88,86.2745132446289,88,88.23529815673828,88.23529815673828,90,88,88,28117.21026611328,46129.60583496094,112118.0103149414,6253.696594238281,16525500416,4294963200,13388111872,3942326272
499,1771886658587,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,88,88,87.7551040649414,88,88.23529815673828,89.79591369628906,86,88,85.71428680419922,100,88.23529815673828,86.2745132446289,28117.686462402344,46141.903869628906,112127.7476196289,6253.745910644531,16525500416,4294963200,13390966784,3942326272
499,1771886659087,2600,2600,2599,2599,2600,2599,2599,2599,2600,2600,2599,2599,90.19607543945313,90.38461303710938,88.23529815673828,81.63265228271484,86,88.23529815673828,91.83673095703125,87.7551040649414,90,92.1568603515625,88,89.79591369628906,28118.160705566406,46154.446228027344,112137.7279663086,6253.779052734375,16525500416,4294963200,13408092160,3942326272
