Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771887045692,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,87.5,85.29411315917969,84.375,85.29411315917969,87.8787841796875,87.8787841796875,87.8787841796875,87.8787841796875,52.94117736816406,84.375,87.5,84.375,28421.924255371094,54738.71075439453,118759.62719726563,6275.712463378906,16525500416,4294963200,13350690816,3932889088
499,1771887045692,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,87.5,85.29411315917969,84.375,85.29411315917969,87.8787841796875,87.8787841796875,87.8787841796875,87.8787841796875,52.94117736816406,84.375,87.5,84.375,28421.926330566406,54738.71075439453,118759.63525390625,6275.712463378906,16525500416,4294963200,13350690816,3932889088
499,1771887046192,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,80.39215850830078,88.23529815673828,86.79244995117188,86,90,88,90,92,79.16667175292969,88,82.35294342041016,87.7551040649414,28422.439880371094,54750.96014404297,118769.23931884766,6275.7781982421875,16525500416,4294963200,13411336192,3932889088
499,1771887046693,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,92.1568603515625,87.5,93.75,92.1568603515625,96,90,88,92.1568603515625,94,90,90,92.1568603515625,28422.9521484375,54763.44189453125,118779.10076904297,6275.854553222656,16525500416,4294963200,13410390016,3932889088
502,1771887047192,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,88,90,85.71428680419922,93.87755584716797,93.87755584716797,85.71428680419922,86.2745132446289,91.83673095703125,88.23529815673828,87.7551040649414,83.67346954345703,90,28423.583618164063,54775.71862792969,118788.65362548828,6275.9775390625,16525500416,4294963200,13548077056,3932884992
499,1771887047695,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,87.7551040649414,79.59183502197266,86,86.2745132446289,85.71428680419922,88,87.7551040649414,80.39215850830078,79.59183502197266,80,82.35294342041016,100,28424.042541503906,54788.06524658203,118798.41693115234,6276.026306152344,16525500416,4294963200,13572194304,3932884992
497,1771887048198,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,82,88,82,100,90,76.47058868408203,86.2745132446289,86,78,79.59183502197266,82.35294342041016,100,28424.57098388672,54800.55108642578,118808.2485961914,6276.075134277344,16525500416,4294963200,13639385088,3932884992
491,1771887048704,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,90.19607543945313,90.19607543945313,92.30769348144531,88,88.46153259277344,89.79591369628906,92,96,92,92.1568603515625,90,98,28425.123474121094,54813.10021972656,118818.03393554688,6276.263366699219,16525500416,4294963200,13646639104,3932884992
499,1771887049196,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,85.71428680419922,85.71428680419922,85.10638427734375,87.7551040649414,85.41667175292969,84,87.7551040649414,85.71428680419922,79.59183502197266,95.91836547851563,85.71428680419922,83.67346954345703,28425.594848632813,54825.04626464844,118827.39831542969,6276.355224609375,16525500416,4294963200,13629149184,3932884992
499,1771887049696,2500,2500,2499,2499,2500,2499,2500,2499,2500,2500,2500,2500,86.2745132446289,88,86,90.19607543945313,90,90,88.23529815673828,88.23529815673828,86,98,88.23529815673828,86,28426.068603515625,54837.47479248047,118837.2446899414,6276.412841796875,16525500416,4294963200,13623410688,3932884992
