Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CORE8_ENERGY (J),CORE8_FREQ (MHZ),CORE8_PSTATE,CORE8_VOLT (V),CORE9_ENERGY (J),CORE9_FREQ (MHZ),CORE9_PSTATE,CORE9_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771823451061,7840.925277709961,28000,1,0.55625,9385.171768188477,28000,1,0.55625,7377.556259155273,28000,1,0.55625,9296.708129882813,28000,1,0.55625,4846.15007019043,4800,2,0.55625,4830.5770263671875,4800,2,0.55625,4847.689392089844,4800,2,0.55625,4842.50325012207,4800,2,0.55625,4893.08918762207,4800,2,0.55625,5018.073028564453,4800,2,0.55625,212697.10075378418,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,5.714285850524902,11.111111640930176,0,5.714285850524902,2.857142925262451,2.857142925262451,2.857142925262451,2.941176414489746,5.714285850524902,0,5.714285850524902,11.428571701049805,2.857142925262451,5.882352828979492,2.941176414489746,2.857142925262451,2.857142925262451,5.714285850524902,5.714285850524902,8.823529243469238,28659011584,8589930496,2872918016,0
500,1771823451061,7840.925323486328,28000,1,0.8625,9385.171783447266,28000,1,0.8625,7377.556259155273,28000,1,0.8625,9296.708251953125,28000,1,0.8625,4846.151214599609,4800,2,0.8625,4830.577072143555,4800,2,0.8625,4847.689392089844,4800,2,0.8625,4842.504196166992,4800,2,0.8625,4893.08918762207,4800,2,0.8625,5018.073059082031,4800,2,0.9812500000000001,212697.1050567627,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,5.714285850524902,11.111111640930176,0,5.714285850524902,2.857142925262451,2.857142925262451,2.857142925262451,2.941176414489746,5.714285850524902,0,5.714285850524902,11.428571701049805,2.857142925262451,5.882352828979492,2.941176414489746,2.857142925262451,2.857142925262451,5.714285850524902,5.714285850524902,8.823529243469238,28659011584,8589930496,2872918016,0
499,1771823451561,7840.934280395508,28000,1,0.9812500000000001,9385.204010009766,28000,1,0.9812500000000001,7377.5621337890625,28000,1,0.9812500000000001,9296.74870300293,28000,1,0.9812500000000001,4846.154296875,4800,2,0.9812500000000001,4830.583114624023,4800,2,0.9812500000000001,4847.693389892578,4800,2,0.9812500000000001,4842.508819580078,4800,2,0.9812500000000001,4893.092742919922,4800,2,0.9812500000000001,5018.091796875,4800,2,0.9812500000000001,212699.18061828613,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,1.9607844352722168,8.163265228271484,1.9607844352722168,0,0,0,0,0,2.040816307067871,1.9607844352722168,0,1.9607844352722168,0,3.9215688705444336,0,0,1.9607844352722168,3.9215688705444336,1.9607844352722168,4,28659011584,8589930496,2873540608,0
499,1771823452061,7841.091720581055,28000,1,0.9812500000000001,9385.438430786133,28000,1,0.9812500000000001,7377.7132568359375,28000,1,0.9812500000000001,9296.990112304688,28000,1,0.9812500000000001,4846.232574462891,4800,2,0.9812500000000001,4830.643966674805,4800,2,0.9812500000000001,4847.755889892578,4800,2,0.9812500000000001,4842.569244384766,4800,2,0.9812500000000001,4893.140029907227,4800,2,0.9812500000000001,5018.165344238281,4800,2,0.9812500000000001,212702.4148864746,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,26.923078536987305,40,26,20.40816307067871,23.52941131591797,30.000001907348633,24,20.40816307067871,16,16.32653045654297,18,16,26,34.693878173828125,17.647058486938477,10,20.40816307067871,14.285715103149414,6,24.489795684814453,28659011584,8589930496,2890420224,0
499,1771823452561,7841.494216918945,28000,1,0.9812500000000001,9385.877487182617,28000,1,0.9812500000000001,7378.111892700195,28000,1,0.9812500000000001,9297.39225769043,28000,1,0.9812500000000001,4846.432266235352,4800,2,0.9812500000000001,4830.862365722656,4800,2,0.9812500000000001,4847.964859008789,4800,2,0.9812500000000001,4842.7677001953125,4800,2,0.9812500000000001,4893.352310180664,4800,2,0.9812500000000001,5018.374526977539,4800,2,0.9812500000000001,212707.65701293945,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,51.020408630371094,56,52,60.000003814697266,52,57.142860412597656,52.94117736816406,58,48.979591369628906,52,56,56,60.000003814697266,51.020408630371094,34.693878173828125,43.13725662231445,43.13725662231445,36,40,42.85714340209961,28659011584,8589930496,2959228928,0
499,1771823453061,7842.031982421875,28000,1,0.9125,9386.448608398438,28000,1,0.9125,7378.671035766602,28000,1,0.9125,9297.932006835938,28000,1,0.9125,4846.832702636719,28000,1,0.9125,4831.237991333008,28000,1,0.9125,4848.336639404297,28000,1,0.9125,4843.157943725586,28000,1,0.9125,4893.753265380859,28000,1,0.9125,5018.716217041016,28000,1,0.9125,212714.55738830566,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,53.061222076416016,57.142860412597656,62,68,71.42857360839844,70.5882339477539,68,60.78431701660156,54.90196228027344,60.000003814697266,69.38775634765625,42,54.90196228027344,48,52.94117736816406,49.01960754394531,48,56.86274719238281,52.08333206176758,52.94117736816406,28659011584,8589930496,2999463936,0
499,1771823453561,7842.598815917969,28000,1,0.90625,9387.018005371094,28000,1,0.90625,7379.203628540039,28000,1,0.90625,9298.512680053711,28000,1,0.90625,4847.239181518555,28000,1,0.90625,4831.639114379883,28000,1,0.90625,4848.741363525391,28000,1,0.90625,4843.564926147461,28000,1,0.90625,4894.142333984375,28000,1,0.90625,5019.138748168945,28000,1,0.90625,212721.68585205078,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,57.142860412597656,44.89795684814453,63.26530456542969,70.5882339477539,66.66667175292969,71.42857360839844,60.000003814697266,67.34693908691406,64,58.82353210449219,57.142860412597656,70,46.938777923583984,57.142860412597656,52.94117736816406,37.5,50,59.18367385864258,56.86274719238281,47.916664123535156,28659011584,8589930496,3023167488,0
499,1771823454062,7842.701095581055,28000,1,0.9125,9387.184494018555,28000,1,0.9125,7379.289520263672,28000,1,0.9125,9298.641464233398,28000,1,0.9125,4847.313262939453,28000,1,0.9125,4831.708602905273,28000,1,0.9125,4848.796524047852,28000,1,0.9125,4843.63200378418,28000,1,0.9125,4894.2332763671875,28000,1,0.9125,5019.233261108398,28000,1,0.9125,212724.7942047119,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,6.122448921203613,16.32653045654297,12,16.32653045654297,14,12,12,10,11.764705657958984,10.204081535339355,11.764705657958984,10.204081535339355,11.764705657958984,10,4.081632614135742,7.843137741088867,4.081632614135742,9.803921699523926,16,12,28659011584,8589930496,3021418496,0
500,1771823454562,7842.86589050293,28000,1,0.9812500000000001,9387.361053466797,28000,1,0.9812500000000001,7379.456512451172,28000,1,0.9812500000000001,9298.816711425781,28000,1,0.9812500000000001,4847.412399291992,28000,1,0.9812500000000001,4831.802795410156,28000,1,0.9812500000000001,4848.893692016602,28000,1,0.9812500000000001,4843.733917236328,28000,1,0.9812500000000001,4894.3663330078125,28000,1,0.9812500000000001,5019.357376098633,28000,1,0.9812500000000001,212728.1022644043,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,20,22,22,22,20.40816307067871,24,14.285715103149414,10,12.5,16,25.490198135375977,20.40816307067871,22.448978424072266,24,14.285715103149414,14.285715103149414,16,14,16.32653045654297,20.40816307067871,28659011584,8589930496,2993045504,0
499,1771823455062,7843.047134399414,28000,1,1.125,9387.539733886719,28000,1,1.125,7379.590179443359,28000,1,1.125,9299.001541137695,28000,1,1.125,4847.545669555664,19400,2,1.125,4831.908554077148,19400,2,1.125,4849.019821166992,19400,2,0.9625,4843.868148803711,19400,2,0.9625,4894.484573364258,19400,2,0.9625,5019.482162475586,19400,2,0.9625,212731.35508728027,1988,1991,623,623,623,623,1393,623,1399,623,623,623,1988,1986,1398,1400,1394,1399,1399,1397,16.32653045654297,14.285715103149414,22,22,10.204081535339355,22,22,14.285715103149414,25,22,22.448978424072266,22,18,20,20.40816307067871,15.686275482177734,14,22,14,16,28659011584,8589930496,3025555456,0
