Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771906086021,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,24.137929916381836,17.241378784179688,10.344827651977539,16.129032135009766,10.344827651977539,16.129032135009766,9.67741870880127,9.67741870880127,13.333333969116211,6.896551609039307,10,27.586206436157227,41433.03088378906,122725.26721191406,91278.21643066406,7251.997253417969,16525500416,4294963200,12270587904,3990573056
499,1771906086021,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,24.137929916381836,17.241378784179688,10.344827651977539,16.129032135009766,10.344827651977539,16.129032135009766,9.67741870880127,9.67741870880127,13.333333969116211,6.896551609039307,10,27.586206436157227,41433.03192138672,122725.27673339844,91278.21826171875,7251.997253417969,16525500416,4294963200,12270587904,3990573056
499,1771906086521,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,21.153846740722656,18.367347717285156,12.244897842407227,16.666667938232422,30.612245559692383,28,16.666667938232422,10.416666030883789,26.530611038208008,21.568628311157227,14.285715103149414,26.530611038208008,41433.373046875,122736.60754394531,91287.08709716797,7252.00439453125,16525500416,4294963200,12284694528,3990573056
499,1771906087022,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,65.30612182617188,56.6037712097168,48,50.98039627075195,52,50,52,50,48,45.09803771972656,57.69230651855469,48,41433.812438964844,122766.376953125,91314.20178222656,7252.112548828125,16525500416,4294963200,12293849088,3990573056
500,1771906087522,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,69.38775634765625,75,68,64,70.83332824707031,70,68.62745666503906,68.62745666503906,70,73.46939086914063,73.46939086914063,72,41434.288818359375,122798.99060058594,91344.06530761719,7252.333312988281,16525500416,4294963200,12290637824,3990523904
499,1771906088022,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,80,77.55101776123047,70.5882339477539,68.62745666503906,68.62745666503906,73.46939086914063,75,71.42857360839844,73.46939086914063,76,73.46939086914063,78.4313735961914,41434.82360839844,122832.25402832031,91374.5927734375,7252.538757324219,16525500416,4294963200,12319477760,3990523904
499,1771906088522,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,77.55101776123047,76,79.59183502197266,72,80,81.63265228271484,74,74,78.4313735961914,76,78.4313735961914,76.47058868408203,41435.28662109375,122863.59265136719,91403.18377685547,7252.72119140625,16525500416,4294963200,12329193472,3990519808
499,1771906089022,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,50.98039627075195,49.01960754394531,46,41.666664123535156,40,40,41.17647171020508,38,40,40.81632614135742,38,38.775508880615234,41435.693908691406,122882.75604248047,91419.62451171875,7252.846740722656,16525500416,4294963200,12341944320,3990519808
499,1771906089522,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,60.000003814697266,59.18367385864258,58.82353210449219,62,59.18367385864258,62,60.78431701660156,60.41666793823242,60.000003814697266,58,62,64.70588684082031,41436.06115722656,122901.55883789063,91435.90118408203,7252.892333984375,16525500416,4294963200,12312981504,3990519808
500,1771906090023,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,48,47.05882263183594,46,46,46,42.85714340209961,44.89795684814453,47.05882263183594,48,46,44.89795684814453,52,41436.443359375,122922.71704101563,91454.46746826172,7252.976257324219,16525500416,4294963200,12314349568,3990519808
499,1771906090523,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,20,51.020408630371094,18,20,17.647058486938477,16.32653045654297,18.367347717285156,18,20,16.32653045654297,22.448978424072266,22,41436.784912109375,122932.84497070313,91462.01068115234,7253.08544921875,16525500416,4294963200,12310298624,3990519808
499,1771906091023,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,6,4,0,6,4,4,4,2.040816307067871,2,4,8,2.0833334922790527,41437.05889892578,122936.15106201172,91462.81256103516,7253.08544921875,16525500416,4294963200,12309377024,3990519808
499,1771906091523,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,14,15.686275482177734,16,14.285715103149414,14,14,17.647058486938477,16,15.686275482177734,12.244897842407227,15.686275482177734,14,41437.361389160156,122944.88879394531,91469.02172851563,7253.148620605469,16525500416,4294963200,12296663040,3990519808
499,1771906092023,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,6,2.040816307067871,4.081632614135742,1.9607844352722168,2,3.9215688705444336,4,4,0,5.769230842590332,7.843137741088867,2,41437.63122558594,122948.08209228516,91469.76165771484,7253.148620605469,16525500416,4294963200,12294787072,3990519808
499,1771906092523,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,20,18,18,18.367347717285156,18.367347717285156,18.75,20.40816307067871,20,40.81632614135742,20.833332061767578,24,23.52941131591797,41437.947509765625,122956.46014404297,91475.62286376953,7253.2066650390625,16525500416,4294963200,12301185024,3990519808
499,1771906093024,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,12,6,6,2,4,5.882352828979492,2,6,4,9.803921699523926,12,4.081632614135742,41438.22833251953,122959.53741455078,91476.21478271484,7253.2066650390625,16525500416,4294963200,12300931072,3990519808
500,1771906093524,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,14.285715103149414,14.285715103149414,16,14,14,14.285715103149414,12.244897842407227,12.244897842407227,14,10.416666030883789,20.40816307067871,14,41438.52746582031,122967.93231201172,91482.10241699219,7253.2532958984375,16525500416,4294963200,12299091968,3990519808
499,1771906094024,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,4,4,4,4,4,2.040816307067871,5.882352828979492,3.9215688705444336,4,3.9215688705444336,16,3.9215688705444336,41438.808166503906,122971.12622070313,91482.80755615234,7253.283203125,16525500416,4294963200,12300648448,3990519808
499,1771906094524,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,16,16,14,13.72549057006836,15.686275482177734,14,12.5,12.244897842407227,16,14,18,12.244897842407227,41439.11492919922,122979.65026855469,91488.84045410156,7253.308410644531,16525500416,4294963200,12295778304,3990519808
499,1771906095024,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,6.122448921203613,4.081632614135742,0,2.040816307067871,4.1666669845581055,4,7.692307949066162,7.692307949066162,2.040816307067871,0,8,3.9215688705444336,41439.381591796875,122982.62158203125,91489.33209228516,7253.308410644531,16525500416,4294963200,12293545984,3990519808
499,1771906095525,4340,4209,4378,4206,4201,4217,4209,4378,4200,4326,4235,4205,16,15.686275482177734,19.60784339904785,14,14,14,16.32653045654297,14,16,12.244897842407227,18.367347717285156,14,41439.685546875,122990.87170410156,91495.09814453125,7253.3294677734375,16525500416,4294963200,12292812800,3990519808
